,arc,naa,nbv,nlth,nvi
9225,"Então, entra, e fecha a porta sobre ti e sobre teus filhos, e deita o azeite em todos aqueles vasos, e põe à parte o que estiver cheio.","Depois entre em casa, feche a porta atrás de você e dos seus filhos, e derrame o azeite em todas aquelas vasilhas. Ponha à parte as que forem ficando cheias.","“Depois entre em sua casa com seus filhos e feche a porta. Derrame aquele azeite que a senhora tem em cada vasilha vazia, e vá colocando de lado as que estiverem cheias!”","Depois você e os seus filhos entrem em casa, fechem a porta e comecem a derramar azeite nas vasilhas. E vão pondo de lado as que forem ficando cheias.",Depois entre em casa com seus filhos e feche a porta. Derrame daquele azeite em cada vasilha e vá separando as que você for enchendo”.
15567,"Ó SENHOR, ouve a minha oração! Inclina os ouvidos às minhas súplicas; escuta-me segundo a tua verdade e segundo a tua justiça","Ouve, SENHOR, a minha oração, dá ouvidos às minhas súplicas. Responde-me, segundo a tua fidelidade, segundo a tua justiça.","Ó SENHOR, ouça a minha oração! Escute os meus pedidos por misericórdia e responda-me, pois o Senhor é justo e fiel.","Ó SENHOR Deus, ouve a minha oração! Escuta o meu pedido. Responde-me, pois és fiel e bom.","Ouve, SENHOR, a minha oração, dá ouvidos à minha súplica; responde-me por tua fidelidade e por tua justiça."
13416,"Ao resplendor da sua presença as nuvens se espalharam, e a saraiva, e as brasas de fogo.","Do resplendor que diante dele havia, as densas nuvens se desfizeram em granizo e brasas de fogo.","De repente, com a glória da sua presença, as nuvens se desfizeram com relâmpagos e granizo.",Brasas e chuva de pedra saíram dos relâmpagos que estavam diante dele e atravessaram as nuvens escuras.,"Com o fulgor da sua presença as nuvens se desfizeram em granizo e raios,"
29420,"Sabei que já está solto o irmão Timóteo, com o qual (se vier depressa) vos verei.","Saibam que o irmão Timóteo foi posto em liberdade. Se ele vier logo, irei vê-los na companhia dele.","Quero que vocês saibam que o irmão Timóteo já está fora da prisão; se ele chegar logo, irei vê-los com ele.","Quero que saibam que o nosso irmão Timóteo já saiu da cadeia. Se ele vier logo, eu o levarei comigo quando for ver vocês.","Quero que saibam que o nosso irmão Timóteo foi posto em liberdade. Se ele chegar logo, irei vê-los com ele."
29137,"como escaparemos nós, se não atentarmos para uma tão grande salvação, a qual, começando a ser anunciada pelo Senhor, foi-nos, depois, confirmada pelos que a ouviram;","como escaparemos nós, se não levarmos a sério tão grande salvação? Esta, tendo sido anunciada inicialmente pelo Senhor, depois nos foi confirmada pelos que a ouviram.","que é que nos leva a pensar que podemos escapar, se formos indiferentes a essa grande salvação anunciada pelo próprio Senhor Jesus, e que nos foi transmitida por aqueles que o ouviram falar?","Sendo assim, como é que nós escaparemos do castigo se desprezarmos uma salvação tão grande? Primeiro, o próprio Senhor Jesus anunciou essa salvação; e depois aqueles que a ouviram nos provaram que ela é verdadeira.","como escaparemos, se negligenciarmos tão grande salvação? Essa salvação, primeiramente anunciada pelo Senhor, foi-nos confirmada pelos que a ouviram."
11442,"E assaram a Páscoa no fogo, segundo o rito, e as ofertas sagradas cozeram em panelas, e em caldeiras, e em frigideiras, e prontamente as repartiram entre todo o povo.","Assaram o cordeiro da Páscoa no fogo, segundo o rito. Cozinharam as ofertas sagradas em panelas, em caldeirões e em frigideiras, e as repartiram entre todo o povo.","Depois, conforme estava ordenado pela lei de Moisés, assaram os animais da Páscoa sobre o fogo, cozinharam as ofertas sagradas em panelas, caldeirões e frigideiras, e os levaram depressa a todo o povo para comer.","Depois assaram os animais de acordo com a lei; cozinharam as outras ofertas sagradas em panelas, caldeirões e frigideiras e distribuíram rapidamente para todo o povo.","Assaram os animais da Páscoa sobre o fogo, conforme prescrito, cozinharam as ofertas sagradas em potes, caldeirões e panelas, e serviram rapidamente todo o povo."
24665,Porque os gentios do mundo buscam todas essas coisas; mas vosso Pai sabe que necessitais delas.,Porque os gentios de todo o mundo é que procuram estas coisas; mas o Pai de vocês sabe que vocês precisam delas.,"A humanidade cansa-se em correr atrás da comida de cada dia, mas o Pai celeste conhece as necessidades de todos.",Pois os pagãos deste mundo é que estão sempre procurando todas essas coisas. O Pai de vocês sabe que vocês precisam de tudo isso.,Pois o mundo pagão é que corre atrás dessas coisas; mas o Pai sabe que vocês precisam delas.
22058,"Há ainda semente no celeiro? Nem a videira, nem a figueira, nem a romeira, nem a oliveira têm dado os seus frutos; mas desde este dia vos abençoarei.","Ainda há sementes no celeiro? Além disso, a videira, a figueira, a romãzeira e a oliveira não têm dado os seus frutos. Mas, de hoje em diante, eu abençoarei vocês.","Notem bem que estou lhes fazendo esta promessa antes mesmo de vocês começarem a levantar a estrutura do templo, antes de terem colhido os cereais e antes de as uvas, os figos, as romãs e as azeitonas surgirem. A partir de hoje eu os abençoarei”.","Mesmo que agora não haja trigo nos depósitos, mesmo que as parreiras, as figueiras, as romãzeiras e as oliveiras não tenham produzido nada, de hoje em diante eu os abençoarei.","ainda há alguma semente no celeiro? Até hoje a videira, a figueira, a romeira e a oliveira não têm dado fruto. Mas, de hoje em diante, abençoarei vocês.”"
2281,"Então, meterás as duas cadeiazinhas de fieira de ouro nos dois anéis, nas extremidades do peitoral;","Então passe as duas correntes de ouro nas duas argolas, nas extremidades do peitoral.",Prenda as duas correntes de ouro às argolas nas pontas do peitoral.,Passe os dois cordões de ouro nas duas argolas,"Prenda as duas correntes de ouro às argolas nas extremidades do peitoral,"
6966,"O homem, porém, que eu te não desarraigar do meu altar será para te consumir os olhos e para te entristecer a alma; e toda a multidão da tua casa morrerá quando chegar à idade varonil.","O homem, porém, da sua linhagem a quem eu não afastar do meu altar será poupado apenas para lhe consumir os olhos e lhe entristecer a alma. E todos os descendentes da sua casa morrerão na flor da idade.","E todos os descendentes que sobreviverem, que eu não eliminar do meu altar, viverão em tristeza e angústia; e seus filhos morrerão quando estiverem com toda a força.","Deixarei vivo apenas um dos seus descendentes, que será meu sacerdote. Mas ele ficará cego e perderá toda a esperança. E todos os seus outros descendentes morrerão de morte violenta.","E todo descendente seu que eu não eliminar de meu altar será poupado apenas para consumir os seus olhos com lágrimas e para entristecer o seu coração, e todos os seus descendentes morrerão no vigor da vida."
24914,"E, vendo todos isso, murmuravam, dizendo que entrara para ser hóspede de um homem pecador.","Todos os que viram isto murmuravam, dizendo que Jesus tinha se hospedado com um homem pecador.",Mas o povo viu isso e começou a se queixar: “Ele foi logo se hospedar na casa de um pecador tão conhecido”.,Todos os que viram isso começaram a resmungar: — Este homem foi se hospedar na casa de um pecador!,Todo o povo viu isso e começou a se queixar: “Ele se hospedou na casa de um pecador”.
6856,"Os teus olhos estarão atentos no campo que segarem, e irás após elas; não dei ordem aos moços, que te não toquem? Tendo tu sede, vai aos vasos e bebe do que os moços tirarem.","Fique atenta ao campo onde forem colher e vá atrás delas. Eu dei ordem aos servos para que não toquem em você. Quando você ficar com sede, vá até as vasilhas e beba da água que os servos tiraram.","Fique atenta onde os homens estão ceifando, e vá atrás das moças. Eu já dei ordem aos meus empregados para não aborrecerem você. Quando tiver sede, venha e beba das vasilhas que os servos encheram”.","Preste atenção e fique com elas no campo onde vão cortar espigas. Eu dei ordem aos empregados para não mexerem com você. Quando ficar com sede, beba da água que os empregados tirarem para beber.","Preste atenção onde os homens estão ceifando, e vá atrás das moças que vão colher. Darei ordem aos rapazes para que não toquem em você. Quando tiver sede, beba da água dos potes que os rapazes encheram”."
21986,"Aquele dia é um dia de indignação, dia de angústia e de ânsia, dia de alvoroço e de desolação, dia de trevas e de escuridão, dia de nuvens e de densas trevas,","Aquele dia será um dia de ira, dia de angústia e tribulação, dia de ruína e destruição, dia de trevas e escuridão, dia de nuvens e densas trevas,","Será um dia em que a ira do SENHOR vai ser derramada. Um dia de terrível angústia e sofrimento, um dia de ruína e desolação, de escuridão e de nuvens sombrias.","Será um dia de ira, um dia de aflição e angústia, de ruína e destruição, de escuridão e trevas; será um dia de nuvens escuras e pesadas.","Aquele dia será um dia de ira, dia de aflição e angústia, dia de sofrimento e ruína, dia de trevas e escuridão, dia de nuvens e negridão,"
11834,"E leram o livro, na Lei de Deus, e declarando e explicando o sentido, faziam que, lendo, se entendesse.","Eles iam lendo o Livro da Lei de Deus, claramente, dando explicações, de maneira que o povo entendesse o que se lia.","Eles leram o Livro da Lei de Deus, interpretando-o e explicando o que a passagem que estava sendo lida queria dizer.",Eles iam lendo o Livro da Lei e traduzindo ; e davam explicações para que o povo entendesse o que era lido.,"Leram o Livro da Lei de Deus, interpretando-o e explicando-o, a fim de que o povo entendesse o que estava sendo lido."
27383,"escureçam-se-lhes os olhos para não verem, e encurvem-se-lhes continuamente as costas.","que os olhos deles se escureçam, para que não vejam, e fiquem para sempre encurvadas as suas costas.”",A luz de seus olhos se transforme em trevas para que não vejam; faça com que percam completamente as forças”.,"Ó Deus, faze com que eles fiquem cegos e que fiquem sempre curvados debaixo do peso das suas dificuldades!”","Escureçam-se os seus olhos, para que não consigam ver, e suas costas fiquem encurvadas para sempre”."
4815,"para que temas ao SENHOR, teu Deus, e guardes todos os seus estatutos e mandamentos, que eu te ordeno, tu, e teu filho, e o filho de teu filho, todos os dias da tua vida; e que teus dias sejam prolongados.","para que durante todos os dias da sua vida vocês, os seus filhos, e os filhos dos seus filhos temam o SENHOR, seu Deus, e guardem todos os seus estatutos e mandamentos que eu lhes ordeno, e para que os seus dias sejam prolongados.","Desse modo, vocês, seus filhos e netos temerão o SENHOR, o seu Deus, obedecendo enquanto viverem a todas as instruções e mandamentos que ordeno, todos os dias das suas vidas, para que os seus dias sejam prolongados.","Temam o SENHOR, nosso Deus, vocês, os seus filhos e os seus netos, e cumpram sempre todos os mandamentos e leis que eu lhes estou dando e assim vocês viverão muitos anos.","Desse modo vocês, seus filhos e seus netos temerão o SENHOR, o seu Deus, e obedecerão a todos os seus decretos e mandamentos, que eu lhes ordeno, todos os dias da sua vida, para que tenham vida longa."
22528,"E eis que veio um leproso e o adorou, dizendo: Senhor, se quiseres, podes tornar-me limpo.","E eis que um leproso aproximou-se e o adorou, dizendo: — Senhor, se quiser, pode me purificar.","Um leproso se aproximou. Ajoelhou-se diante dele para adorá-lo. “Senhor”, suplicou o leproso, “se o Senhor quiser, pode curar-me”.","Então um leproso chegou perto dele, ajoelhou-se e disse: — Senhor, eu sei que o senhor pode me curar se quiser.","Um leproso , aproximando-se, adorou-o de joelhos e disse: “Senhor, se quiseres, podes purificar-me!”"
28741,"Porque vós, irmãos, haveis sido feitos imitadores das igrejas de Deus que, na Judeia, estão em Jesus Cristo; porquanto também padecestes de vossos próprios concidadãos o mesmo que os judeus lhes fizeram a eles,","Tanto é assim, irmãos, que vocês se tornaram imitadores das igrejas de Deus que se encontram na Judeia e que estão em Cristo Jesus; porque também vocês sofreram, da parte de seus patrícios, as mesmas coisas que eles, por sua vez, sofreram dos judeus,","E então, irmãos, vocês sofreram o mesmo que as igrejas de Deus na Judeia, com o povo dali que pertence a Cristo Jesus. Vocês sofreram perseguição dos seus próprios patrícios, tal como eles sofreram do seu próprio povo, os judeus.","Meus irmãos, o que aconteceu com vocês já havia acontecido também com as igrejas de Deus na Judeia, com o povo dali que pertence a Cristo Jesus. Vocês foram perseguidos pelos seus próprios patrícios do mesmo modo que os cristãos da Judeia foram perseguidos pelos judeus.","Porque vocês, irmãos, tornaram-se imitadores das igrejas de Deus em Cristo Jesus que estão na Judeia. Vocês sofreram da parte dos seus próprios conterrâneos as mesmas coisas que aquelas igrejas sofreram da parte dos judeus,"
