,src_sent,pred_sent,reference_nbv,reference_nlth,reference_naa,reference_nvi,bleu_score
39,"""Então, disse Samuel ao cozinheiro: Dá cá a porção que te dei, de que te disse: Põe-na à parte contigo.""
","""Então Samuel disse ao povo: — Pegue a porção que lhe dei, de que lhe disse: <unk> à parte com você.""
","""Samuel ordenou ao cozinheiro-chefe: “Traga o pedaço de carne que eu pedi para colocar à parte e que era para ser preparado para o convidado de honra”.""
","""E Samuel disse ao cozinheiro: — Traga aquele pedaço de carne que eu lhe entreguei e pedi para deixar reservado.""
","""Então Samuel disse ao cozinheiro: — Traga aquela porção que eu lhe entreguei, aquela que eu lhe pedi para deixar reservada.""
","""E disse ao cozinheiro: “Traga-me a porção de carne que entreguei a você e mandei reservar”.""
",19.47293032592469
40,"""Então, disse eu: ai de mim, que vou perecendo! Porque eu sou um homem de lábios impuros e habito no meio de um povo de impuros lábios; e os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""Então ai de mim, eu disse que eu vou <unk> Pois eu sou um homem de lábios e habito no meio de um povo de impuros e habito no meio de impuros e os meus olhos viram o rei, o SENHOR dos Exércitos!""
","""Então eu disse: “Chegou a minha hora! Vou morrer porque sou um pecador. Sou um homem com lábios impuros e moro no meio de um povo de lábios impuros. E agora eu vi o Rei, o SENHOR Todo-poderoso”.""
","""Então eu disse: — Ai de mim! Estou perdido! Pois os meus lábios são impuros, e moro no meio de um povo que também tem lábios impuros. E com os meus próprios olhos vi o Rei, o SENHOR Todo-Poderoso!""
","""Então eu disse: — Ai de mim! Estou perdido! Porque sou homem de lábios impuros, e habito no meio de um povo de lábios impuros; e os meus olhos viram o Rei, o SENHOR dos Exércitos!""
","""Então gritei: Ai de mim! Estou perdido! Pois sou um homem de lábios impuros e vivo no meio de um povo de lábios impuros; os meus olhos viram o Rei, o SENHOR dos Exércitos!""
",46.06945519395523
41,"""E disse aos anciãos: Esperai-nos aqui, até que tornemos a vós; e eis que Arão e Hur ficam convosco; quem tiver algum negócio se chegará a eles.""
","""Então disse aos anciãos: — Esperai-nos aqui, até que Arão e Hur ficam com vocês. Quem tiver algo se chegará a eles.""
","""disse aos líderes: “Esperem aqui até voltarmos. Arão e Hur ficarão com vocês. Quem tiver alguma questão para resolver, fale com eles”.""
","""Então Moisés disse aos líderes: — Esperem aqui até nós voltarmos. Arão e Hur ficarão com vocês. Quem tiver alguma questão para resolver deverá falar com eles.""
","""Ele disse aos anciãos: — Esperem aqui até que voltemos para junto de vocês. Eis que Arão e Hur ficam com vocês; quem tiver alguma questão deve se dirigir a eles.""
","""Disse ele às autoridades de Israel: “Esperem-nos aqui, até que retornemos. Arão e Hur ficarão com vocês; quem tiver alguma questão para resolver, poderá procurá-los”.""
",60.31092794724558
42,"""Pois, se a lei chamou deuses àqueles a quem a palavra de Deus foi dirigida (e a Escritura não pode ser anulada),""
","""Pois, se a lei chamou deuses àqueles que a palavra de Deus foi dirigida por causa da Escritura foi <unk>
","""Portanto, se a Escritura, que não pode ser anulada, chama de deuses aqueles a quem veio a palavra de Deus,""
","""Sabemos que as Escrituras Sagradas sempre dizem a verdade, e sabemos que, de fato, Deus chamou de deuses aqueles que receberam a sua mensagem.""
","""Se ele chamou deuses àqueles a quem foi dirigida a palavra de Deus — e a Escritura não pode falhar —,""
","""Se ele chamou ‘deuses’ àqueles a quem veio a palavra de Deus (e a Escritura não pode ser anulada),""
",20.828838183973037
43,"""Portanto, no dia de hoje, vos protesto que estou limpo do sangue de todos;""
","""“Portanto, no dia de hoje, no dia de hoje, eu os protesto do sangue de todos;""
","""Quero dizer-lhes claramente que a culpa pela perdição de alguém não pode ser lançada sobre mim,""
","""Por isso, com toda a certeza eu afirmo hoje que, se algum de vocês se perder, eu não sou o responsável.""
","""Portanto, no dia de hoje testifico diante de vocês que estou limpo do sangue de todos,""
","""Portanto, eu declaro hoje que estou inocente do sangue de todos.""
",31.82084684007776
44,"""Muitos, porém, dos que ouviram a palavra creram, e chegou o número desses homens a quase cinco mil.""
","""Todos os que ouviram a palavra <unk> e chegou o número dos cinco mil.""
","""Porém muitos que ouviram a mensagem deles creram, de modo que o número de crentes agora já atingia cerca de 5.000 pessoas!""
","""Porém muitas pessoas que ouviram a mensagem creram, e os homens que creram foram mais ou menos cinco mil.""
","""Porém muitos dos que ouviram a palavra creram, subindo o número desses homens a quase cinco mil.""
","""Mas muitos dos que tinham ouvido a mensagem creram, chegando o número dos homens que creram a perto de cinco mil.""
",29.815393433909502
45,"""E confessou e não negou; confessou: Eu não sou o Cristo.""
","""Ele <unk> e não negou; confessou: Eu não sou o Cristo.""
","""Ele confessou sem rodeios: “Eu não sou o Cristo”, disse.""
","""afirmou claramente: — Eu não sou o Messias.""
","""Ele confessou e não negou; confessou: — Eu não sou o Cristo.""
","""Ele confessou e não negou; declarou abertamente: “Não sou o Cristo ”.""
",62.685933350049744
46,"""Então, eu vos disse: Chegados sois às montanhas dos amorreus, que o SENHOR, nosso Deus, nos dará.""
","""Então eu lhes disse: — Chegados vocês são às montanhas dos amorreus, que o SENHOR, nosso Deus, nos <unk>
","""Então eu lhes disse: ‘Vocês chegaram às montanhas dos amorreus, que o SENHOR, nosso Deus, está nos dando.""
","""Ali eu disse a vocês: “Agora estamos na região montanhosa dos amorreus, a terra que o nosso Deus nos está dando.""
","""Então eu lhes disse: “Vocês chegaram à região montanhosa dos amorreus, que o SENHOR, nosso Deus, nos dá.""
","""Então eu disse a vocês: Vocês chegaram à terra dos amorreus, a qual o SENHOR, o nosso Deus, nos dá.""
",65.56397462101789
47,"""A outra porção reparou Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos.""
","""A outra porção reparou Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, como também a Torre dos Fornos.""
","""Em seguida vinham Malquias, filho de Harim, e Hasube, filho de Paate-Moabe, que consertaram a torre dos Fornos e também uma parte do muro.""
","""Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, construíram o trecho seguinte e a Torre dos Fornos;""
","""Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, repararam o trecho seguinte e a Torre dos Fornos.""
","""Malquias, filho de Harim, e Hassube, filho de Paate-Moabe, repararam outro trecho e a torre dos Fornos.""
",66.3685910876666
48,"""serás tirado de entre os homens, e a tua morada será com os animais do campo, e te farão comer erva como os bois, e serás molhado do orvalho do céu; e passar-se-ão sete tempos por cima de ti, até que conheças que o Altíssimo tem domínio sobre o reino dos homens e o dá a quem quer.""
","""— Pegue os homens, e a sua morada será com os animais do campo, e a sua morada será molhado pelo orvalho do céu e você será molhado pelo orvalho do céu e será molhado pelo orvalho do céu e o dá sete tempos por cima do reino e o dá a quem quer.""
","""O senhor será expulso do palácio e vai viver pelos campos, como um animal, comendo capim como um boi, molhado pelo orvalho da noite. E assim o senhor vai viver durante sete anos, até aprender que o Deus Altíssimo é o dono de todos os reinos dos homens, que ele dá o poder a quem bem entende.""
","""O senhor será expulso do meio dos seres humanos e ficará morando com os animais selvagens. O senhor comerá capim como os bois, dormirá ao ar livre e ficará molhado pelo sereno. Isso durará sete anos, até que o senhor reconheça que o Deus Altíssimo domina todos os reinos do mundo e coloca como rei o homem que ele quer.""
","""o senhor será expulso do meio das pessoas, e a sua morada será com os animais selvagens; o senhor comerá capim como os bois, e será molhado pelo orvalho do céu; e passarão sete tempos, até que o senhor, ó rei, reconheça que o Altíssimo tem domínio sobre os reinos do mundo e os dá a quem ele quer.""
","""Tu serás expulso do meio dos homens e viverás com os animais selvagens; comerás capim como os bois e te molharás com o orvalho do céu. Passarão sete tempos até que admitas que o Altíssimo domina sobre os reinos dos homens e os dá a quem quer.""
",34.797880556256835
49,"""Então, Zípora tomou uma pedra aguda, e circuncidou o prepúcio de seu filho, e o lançou a seus pés, e disse: Certamente me és um esposo sanguinário.""
","""Então Zípora tomou uma pedra aguda, e circuncidou o seu filho, e o lançou a seus pés e disse: — Certamente me é um filho.""
","""Então Zípora pegou uma pedra afiada e circuncidou o filho e lançou a pele cortada aos pés de Moisés e disse: “Você é para mim um marido sanguinário!”""
","""Aí Zípora, a sua mulher, pegou uma pedra afiada, cortou o prepúcio do seu filho e com ele tocou o pé de Moisés. E disse: — Você é um marido de sangue para mim.""
","""Então Zípora pegou uma pedra afiada, cortou o prepúcio de seu filho e com ele tocou os pés de Moisés. E lhe disse: — Sem dúvida, você é para mim um marido de sangue.""
","""Mas Zípora pegou uma pedra afiada, cortou o prepúcio de seu filho e tocou os pés de Moisés. E disse: “Você é para mim um marido de sangue!”""
",10.526077620510282
50,"""E tomou o livro do concerto e o leu aos ouvidos do povo, e eles disseram: Tudo o que o SENHOR tem falado faremos e obedeceremos.""
","""Ele levou a aliança com o povo, e eles disseram: — Tudo o que o SENHOR tem dito faremos e <unk>
","""Em seguida, Moisés leu o Livro da Aliança de Deus para o povo, e eles disseram: “Seremos obedientes e faremos tudo o que o SENHOR falou”.""
","""Depois pegou o livro da aliança, onde estavam escritos os mandamentos do SENHOR, e o leu em voz alta para o povo. Eles disseram: — Nós obedeceremos a Deus, o SENHOR, e faremos tudo o que ele mandar.""
","""Depois pegou o livro da aliança e o leu para o povo. E eles disseram: — Tudo o que o SENHOR falou nós faremos e obedeceremos.""
","""Em seguida, leu o Livro da Aliança para o povo, e eles disseram: “Faremos fielmente tudo o que o SENHOR ordenou”.""
",49.80069379312343
51,"""Ai de vós, escribas e fariseus, hipócritas! Pois que limpais o exterior do copo e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""Ai de vocês, escribas e fariseus, hipócritas! Pois limpais o exterior do copo e do prato, mas o interior está cheio de rapina e de iniquidade.""
","""“Ai de vocês, fariseus e mestres da lei, hipócritas! Vocês são tão cuidadosos em limpar a parte exterior da taça e do prato, mas o interior está imundo, cheio de ganância e de cobiça.""
","""— Ai de vocês, mestres da Lei e fariseus, hipócritas! Pois vocês lavam o copo e o prato por fora, mas por dentro estes estão cheios de coisas que vocês conseguiram pela violência e pela ganância.""
","""— Ai de vocês, escribas e fariseus, hipócritas, porque vocês limpam o exterior do copo e do prato, mas estes, por dentro, estão cheios de roubo e de glutonaria!""
","""“Ai de vocês, mestres da lei e fariseus, hipócritas! Vocês limpam o exterior do copo e do prato, mas por dentro eles estão cheios de ganância e cobiça.""
",65.65626303549617
52,"""Estas, pois, são as nações que o SENHOR deixou ficar, para por elas provar a Israel, a saber, a todos os que não sabiam de todas as guerras de Canaã.""
","""São estas as nações que o SENHOR deixou <unk> para por elas provar provar que todos os que não sabiam de todas as guerras de Canaã.""
","""Estas são as nações que o SENHOR deixou para pôr à prova a nova geração de Israel, que não tinha tomado parte nas guerras de Canaã.""
","""O SENHOR Deus deixou alguns povos na terra para pôr à prova os israelitas que não haviam tomado parte nas guerras de Canaã.""
","""São estas as nações que o SENHOR deixou ficar para, por meio delas, pôr Israel à prova, isto é, para provar todos os israelitas que não sabiam de todas as guerras de Canaã.""
","""São estas as nações que o SENHOR deixou para pôr à prova todos os israelitas que não tinham visto nenhuma das guerras em Canaã""
",61.266865607808086
53,"""Ao que te ferir numa face, oferece-lhe também a outra; e ao que te houver tirado a capa, nem a túnica recuses.""
","""Quando os ferir numa face, <unk> também a outra; o que lhe houver tirado a capa, nem a túnica recuses.""
","""Se alguém lhe bater numa face, deixe-o bater na outra também! Se alguém exigir a sua capa, dê-lhe também a túnica.""
","""Se alguém lhe der um tapa na cara, vire o outro lado para ele bater também. Se alguém tomar a sua capa, deixe que leve a túnica também.""
","""Ao que lhe bate numa face, ofereça também a outra; e, ao que lhe tirar a capa, deixe que leve também a túnica.""
","""Se alguém bater em você numa face, ofereça-lhe também a outra. Se alguém tirar de você a capa, não o impeça de tirar a túnica.""
",19.56475149792291
54,"""Eles terão uma herança; eu serei a sua herança; não lhes dareis, portanto, possessão em Israel; eu sou a sua possessão.""
","""Eles terão de ser uma nação <unk> eu serei o povo de Israel. Eu serei o povo de Israel em Israel. Eu sou o seu sucessor.""
","""“No que diz respeito a propriedades, os sacerdotes nada terão. Eu mesmo serei a herança dos sacerdotes. Por isso, eles não precisam possuir terras em Israel!""
","""— Os sacerdotes terão uma herança: eu sou a sua herança. Eles não terão propriedades em Israel: eu sou a sua propriedade.""
","""— Os sacerdotes terão uma herança; eu sou a sua herança. Vocês não lhes darão nenhuma propriedade em Israel; eu sou a sua propriedade.""
","""“Eu serei a única herança dada aos sacerdotes. Vocês não lhes darão propriedade alguma em Israel; eu serei a sua herança.""
",2.747959261782829
